update_id,loan_id,servicer_name,reported_status,reported_balance,reported_dpd,document_status,last_updated_at,source_system
UPD_1003067,LC_1007717,Summit_Asset_Management,DEFAULT,0.0,120,SOURCE_VERIFIED,2018-05-27 06:00:00,SUB_SERVICER_TITAN
UPD_1003068,LC_1007719,Summit_Asset_Management,CURRENT,7087.53,0,UNVERIFIED,2020-03-26 17:00:00,SUB_SERVICER_TITAN
UPD_1003069,LC_1007721,Summit_Asset_Management,CURRENT,6224.55,0,VERIFIED,2020-09-26 19:00:00,TAPE_EXTRACT_EAST
UPD_1003070,LC_1007722,Intain_Servicing_Alpha,CURRENT,3721.51,0,SOURCE_VERIFIED,2017-05-28 06:00:00,LEGACY_MAINFRAME_4
UPD_1003071,LC_1007724,Summit_Asset_Management,PREPAID,0.0,0,VERIFIED,2018-12-28 11:00:00,SERVICER_CORE_B
UPD_1003072,LC_1007725,Intain_Servicing_Alpha,PREPAID,0.0,0,VERIFIED,2017-05-26 16:00:00,SUB_SERVICER_TITAN
UPD_1003073,LC_1007726,Intain_Servicing_Alpha,DEFAULT,0.0,120,UNVERIFIED,2015-11-09 14:00:00,SUB_SERVICER_TITAN
UPD_1003074,LC_1007729,Apex_Loan_Servicing,CURRENT,3111.17,0,SOURCE_VERIFIED,2019-02-28 09:00:00,LEGACY_MAINFRAME_4
UPD_1003075,LC_1007731,Intain_Servicing_Alpha,PREPAID,0.0,0,VERIFIED,2016-04-27 04:00:00,LEGACY_MAINFRAME_4
UPD_1003076,LC_1007732,Intain_Servicing_Alpha,PREPAID,0.0,0,UNVERIFIED,2015-10-27 04:00:00,TAPE_EXTRACT_EAST
UPD_1003077,LC_1007733,Beacon_Credit_Ops,CURRENT,15390.14,0,UNVERIFIED,2020-03-28 06:00:00,SERVICER_CORE_B
UPD_1003078,LC_1007735,Apex_Loan_Servicing,DEFAULT,0.0,120,UNVERIFIED,2018-12-27 16:00:00,SERVICER_CORE_B
UPD_1003079,LC_1007738,Beacon_Credit_Ops,CURRENT,7856.59,0,VERIFIED,2019-03-26 15:00:00,LEGACY_MAINFRAME_4
UPD_1003080,LC_1007739,Intain_Servicing_Alpha,DEFAULT,0.0,120,SOURCE_VERIFIED,2015-12-28 08:00:00,SERVICER_CORE_B
UPD_1003081,LC_1007744,Apex_Loan_Servicing,CURRENT,3826.95,0,VERIFIED,2019-04-26 23:00:00,TAPE_EXTRACT_EAST
UPD_1003082,LC_1007745,Apex_Loan_Servicing,DEFAULT,0.0,120,SOURCE_VERIFIED,2018-01-26 15:00:00,SUB_SERVICER_TITAN
UPD_1003083,LC_1007747,Beacon_Credit_Ops,CURRENT,7126.47,0,VERIFIED,2019-12-01 14:00:00,TAPE_EXTRACT_EAST
UPD_1003084,LC_1007748,Intain_Servicing_Alpha,CURRENT,13917.2,0,SOURCE_VERIFIED,2018-10-28 00:00:00,SUB_SERVICER_TITAN
UPD_1003085,LC_1007751,Beacon_Credit_Ops,DEFAULT,0.0,120,SOURCE_VERIFIED,2018-10-27 21:00:00,TAPE_EXTRACT_EAST
UPD_1003086,LC_1007752,Intain_Servicing_Alpha,PREPAID,0.0,0,UNVERIFIED,2016-02-26 18:00:00,SUB_SERVICER_TITAN
UPD_1003087,LC_1007753,Apex_Loan_Servicing,DEFAULT,0.0,120,VERIFIED,2018-03-28 04:00:00,TAPE_EXTRACT_EAST
UPD_1003088,LC_1007755,Beacon_Credit_Ops,CURRENT,9466.57,0,UNVERIFIED,2020-08-27 21:00:00,SERVICER_CORE_B
UPD_1003089,LC_1007757,Summit_Asset_Management,CURRENT,5504.95,0,UNVERIFIED,2020-03-28 01:00:00,SUB_SERVICER_TITAN
UPD_1003090,LC_1007760,Apex_Loan_Servicing,DEFAULT,0.0,120,SOURCE_VERIFIED,2017-11-27 16:00:00,TAPE_EXTRACT_EAST
UPD_1003091,LC_1007763,Beacon_Credit_Ops,CURRENT,7415.1,0,VERIFIED,2019-02-28 11:00:00,SUB_SERVICER_TITAN
UPD_1003092,LC_1007765,Apex_Loan_Servicing,CURRENT,3044.11,0,SOURCE_VERIFIED,2019-04-27 19:00:00,TAPE_EXTRACT_EAST
UPD_1003093,LC_1007772,Intain_Servicing_Alpha,DEFAULT,0.0,120,UNVERIFIED,2018-06-28 00:00:00,SUB_SERVICER_TITAN
UPD_1003094,LC_1007775,Intain_Servicing_Alpha,CURRENT,10422.32,0,VERIFIED,2016-12-28 08:00:00,SERVICER_CORE_B
UPD_1003095,LC_1007779,Apex_Loan_Servicing,DELINQUENT_60,4899.12,60,SOURCE_VERIFIED,2018-12-27 11:00:00,SERVICER_CORE_B
UPD_1003096,LC_1007780,Apex_Loan_Servicing,PREPAID,0.0,0,VERIFIED,2017-12-26 19:00:00,LEGACY_MAINFRAME_4
UPD_1003097,LC_1007781,Intain_Servicing_Alpha,DEFAULT,0.0,120,UNVERIFIED,2017-03-28 00:00:00,TAPE_EXTRACT_EAST
UPD_1003098,LC_1007782,Summit_Asset_Management,DEFAULT,0.0,120,VERIFIED,2019-08-27 20:00:00,LEGACY_MAINFRAME_4
UPD_1003099,LC_1007784,Summit_Asset_Management,PREPAID,0.0,0,VERIFIED,2018-04-26 21:00:00,SERVICER_CORE_B
UPD_1003100,LC_1007786,Intain_Servicing_Alpha,DEFAULT,0.0,120,SOURCE_VERIFIED,2017-01-26 16:00:00,TAPE_EXTRACT_EAST
UPD_1003101,LC_1007789,Apex_Loan_Servicing,DEFAULT,0.0,120,VERIFIED,2018-11-28 01:00:00,LEGACY_MAINFRAME_4
UPD_1003102,LC_1007792,Apex_Loan_Servicing,DEFAULT,0.0,120,VERIFIED,2016-12-28 01:00:00,SUB_SERVICER_TITAN
UPD_1003103,LC_1007793,Beacon_Credit_Ops,PREPAID,0.0,0,SOURCE_VERIFIED,2017-10-27 11:00:00,TAPE_EXTRACT_EAST
UPD_1003104,LC_1007794,Beacon_Credit_Ops,PREPAID,0.0,0,SOURCE_VERIFIED,2018-07-27 20:00:00,LEGACY_MAINFRAME_4
UPD_1003105,LC_1007796,Summit_Asset_Management,CURRENT,8451.04,0,UNVERIFIED,2020-07-27 14:00:00,SERVICER_CORE_B
UPD_1003106,LC_1007799,Intain_Servicing_Alpha,PREPAID,0.0,0,SOURCE_VERIFIED,2016-10-27 22:00:00,SERVICER_CORE_B
UPD_1003107,LC_1007800,Intain_Servicing_Alpha,DEFAULT,0.0,120,SOURCE_VERIFIED,2017-03-27 09:00:00,SERVICER_CORE_B
UPD_1003108,LC_1007801,Intain_Servicing_Alpha,CURRENT,6035.84,0,VERIFIED,2017-10-27 16:00:00,LEGACY_MAINFRAME_4
UPD_1003109,LC_1007806,Beacon_Credit_Ops,PREPAID,0.0,0,SOURCE_VERIFIED,2018-09-27 23:00:00,SUB_SERVICER_TITAN
UPD_1003110,LC_1007808,Intain_Servicing_Alpha,DEFAULT,0.0,120,SOURCE_VERIFIED,2018-07-27 13:00:00,LEGACY_MAINFRAME_4
UPD_1003111,LC_1007809,Intain_Servicing_Alpha,PREPAID,0.0,0,SOURCE_VERIFIED,2015-09-28 01:00:00,SUB_SERVICER_TITAN
UPD_1003112,LC_1007811,Intain_Servicing_Alpha,CURRENT,11988.29,0,UNVERIFIED,2017-04-27 23:00:00,SUB_SERVICER_TITAN
UPD_1003113,LC_1007814,Intain_Servicing_Alpha,DEFAULT,0.0,120,SOURCE_VERIFIED,2017-01-27 00:00:00,TAPE_EXTRACT_EAST
UPD_1003114,LC_1007821,Intain_Servicing_Alpha,CURRENT,5989.87,0,SOURCE_VERIFIED,2017-12-28 04:00:00,SUB_SERVICER_TITAN
UPD_1003115,LC_1007826,Summit_Asset_Management,PREPAID,0.0,0,VERIFIED,2019-06-26 23:00:00,SUB_SERVICER_TITAN
UPD_1003116,LC_1007827,Intain_Servicing_Alpha,DEFAULT,0.0,120,VERIFIED,2017-05-27 07:00:00,SUB_SERVICER_TITAN
UPD_1003117,LC_1007828,Apex_Loan_Servicing,DELINQUENT_30,3726.31,30,SOURCE_VERIFIED,2019-01-28 13:00:00,SERVICER_CORE_B
UPD_1003118,LC_1007831,Apex_Loan_Servicing,DELINQUENT_60,4708.28,60,VERIFIED,2018-04-27 17:00:00,SUB_SERVICER_TITAN
UPD_1003119,LC_1007834,Intain_Servicing_Alpha,CURRENT,8314.93,0,UNVERIFIED,2017-04-26 19:00:00,SUB_SERVICER_TITAN
UPD_1003120,LC_1007839,Summit_Asset_Management,CURRENT,6265.21,0,VERIFIED,2020-06-28 09:00:00,LEGACY_MAINFRAME_4
UPD_1003121,LC_1007840,Apex_Loan_Servicing,DEFAULT,0.0,120,SOURCE_VERIFIED,2018-12-26 23:00:00,LEGACY_MAINFRAME_4
UPD_1003122,LC_1007841,Apex_Loan_Servicing,CURRENT,9103.9,0,VERIFIED,2018-01-27 15:00:00,SERVICER_CORE_B
UPD_1003123,LC_1007845,Apex_Loan_Servicing,DEFAULT,0.0,120,SOURCE_VERIFIED,2018-05-28 12:00:00,SUB_SERVICER_TITAN
UPD_1003124,LC_1007850,Intain_Servicing_Alpha,CURRENT,2362.42,0,SOURCE_VERIFIED,2018-02-27 00:00:00,TAPE_EXTRACT_EAST
UPD_1003125,LC_1007858,Intain_Servicing_Alpha,DEFAULT,0.0,120,SOURCE_VERIFIED,2016-05-27 23:00:00,LEGACY_MAINFRAME_4
UPD_1003126,LC_1007861,Intain_Servicing_Alpha,DEFAULT,0.0,120,UNVERIFIED,2016-06-27 09:00:00,SUB_SERVICER_TITAN
UPD_1003127,LC_1007870,Beacon_Credit_Ops,PREPAID,0.0,0,UNVERIFIED,2019-03-28 12:00:00,TAPE_EXTRACT_EAST
UPD_1003128,LC_1007873,Summit_Asset_Management,DEFAULT,0.0,120,SOURCE_VERIFIED,2019-09-28 13:00:00,SUB_SERVICER_TITAN
UPD_1003129,LC_1007877,Intain_Servicing_Alpha,DEFAULT,0.0,120,VERIFIED,2017-06-28 06:00:00,LEGACY_MAINFRAME_4
UPD_1003130,LC_1007881,Apex_Loan_Servicing,CURRENT,8018.12,0,UNVERIFIED,2019-01-26 17:00:00,SUB_SERVICER_TITAN
UPD_1003131,LC_1007882,Apex_Loan_Servicing,CURRENT,5820.9,0,VERIFIED,2019-08-28 13:00:00,SERVICER_CORE_B
UPD_1003132,LC_1007883,Summit_Asset_Management,PREPAID,0.0,0,VERIFIED,2019-04-27 07:00:00,LEGACY_MAINFRAME_4
UPD_1003133,LC_1007884,Intain_Servicing_Alpha,PREPAID,0.0,0,VERIFIED,2015-05-27 13:00:00,LEGACY_MAINFRAME_4
UPD_1003134,LC_1007885,Beacon_Credit_Ops,CURRENT,10948.0,0,UNVERIFIED,2020-10-27 11:00:00,LEGACY_MAINFRAME_4
UPD_1003135,LC_1007886,Intain_Servicing_Alpha,DEFAULT,0.0,120,UNVERIFIED,2017-11-27 17:00:00,LEGACY_MAINFRAME_4
UPD_1003136,LC_1007888,Intain_Servicing_Alpha,PREPAID,0.0,0,SOURCE_VERIFIED,2017-12-27 04:00:00,SERVICER_CORE_B
UPD_1003137,LC_1007889,Apex_Loan_Servicing,PREPAID,0.0,0,UNVERIFIED,2016-08-27 08:00:00,TAPE_EXTRACT_EAST
UPD_1003138,LC_1007891,Apex_Loan_Servicing,CURRENT,5170.52,0,SOURCE_VERIFIED,2019-09-27 21:00:00,SUB_SERVICER_TITAN
UPD_1003139,LC_1007893,Apex_Loan_Servicing,PREPAID,0.0,0,VERIFIED,2017-10-26 17:00:00,SUB_SERVICER_TITAN
UPD_1003140,LC_1007895,Beacon_Credit_Ops,CURRENT,13965.84,0,UNVERIFIED,2020-08-26 18:00:00,TAPE_EXTRACT_EAST
UPD_1003141,LC_1007898,Intain_Servicing_Alpha,DEFAULT,0.0,120,UNVERIFIED,2018-03-28 02:00:00,SERVICER_CORE_B
UPD_1003142,LC_1007900,Apex_Loan_Servicing,CURRENT,15136.15,0,UNVERIFIED,2019-07-27 19:00:00,LEGACY_MAINFRAME_4
UPD_1003143,LC_1007901,Intain_Servicing_Alpha,CURRENT,21416.61,0,VERIFIED,2018-06-27 10:00:00,SERVICER_CORE_B
UPD_1003144,LC_1007907,Beacon_Credit_Ops,DEFAULT,0.0,120,VERIFIED,2019-11-10 14:00:00,LEGACY_MAINFRAME_4
UPD_1003145,LC_1007908,Intain_Servicing_Alpha,CURRENT,22740.71,0,SOURCE_VERIFIED,2018-04-27 23:00:00,LEGACY_MAINFRAME_4
UPD_1003146,LC_1007911,Apex_Loan_Servicing,CURRENT,12030.41,0,VERIFIED,2018-06-28 01:00:00,TAPE_EXTRACT_EAST
UPD_1003147,LC_1007912,Apex_Loan_Servicing,CURRENT,9567.64,0,VERIFIED,2019-04-27 15:00:00,LEGACY_MAINFRAME_4
UPD_1003148,LC_1007914,Intain_Servicing_Alpha,CURRENT,10205.28,0,VERIFIED,2017-11-28 03:00:00,TAPE_EXTRACT_EAST
UPD_1003149,LC_1007915,Intain_Servicing_Alpha,DELINQUENT_30,3809.91,30,VERIFIED,2018-11-28 02:00:00,SUB_SERVICER_TITAN
UPD_1003150,LC_1007916,Beacon_Credit_Ops,CURRENT,14325.24,0,UNVERIFIED,2019-03-27 02:00:00,SERVICER_CORE_B
UPD_1003151,LC_1007917,Intain_Servicing_Alpha,DEFAULT,0.0,120,VERIFIED,2016-06-24 14:00:00,LEGACY_MAINFRAME_4
UPD_1003152,LC_1007918,Intain_Servicing_Alpha,DEFAULT,0.0,120,VERIFIED,2016-01-28 11:00:00,SUB_SERVICER_TITAN
UPD_1003153,LC_1007920,Apex_Loan_Servicing,PREPAID,0.0,0,VERIFIED,2018-06-28 00:00:00,TAPE_EXTRACT_EAST
UPD_1003154,LC_1007921,Beacon_Credit_Ops,DELINQUENT_90,7757.28,90,UNVERIFIED,2019-06-18 14:00:00,LEGACY_MAINFRAME_4
UPD_1003155,LC_1007922,Intain_Servicing_Alpha,CURRENT,13716.63,0,UNVERIFIED,2017-10-27 17:00:00,LEGACY_MAINFRAME_4
UPD_1003156,LC_1007924,Summit_Asset_Management,PREPAID,0.0,0,SOURCE_VERIFIED,2018-09-26 19:00:00,SERVICER_CORE_B
UPD_1003157,LC_1007925,Intain_Servicing_Alpha,DEFAULT,0.0,120,VERIFIED,2017-09-27 05:00:00,LEGACY_MAINFRAME_4
UPD_1003158,LC_1007930,Beacon_Credit_Ops,DEFAULT,0.0,120,VERIFIED,2020-05-28 00:00:00,TAPE_EXTRACT_EAST
UPD_1003159,LC_1007931,Beacon_Credit_Ops,DELINQUENT_30,10307.45,30,VERIFIED,2020-05-26 23:00:00,SERVICER_CORE_B
UPD_1003160,LC_1007932,Apex_Loan_Servicing,CURRENT,4000.07,0,VERIFIED,2019-07-27 17:00:00,LEGACY_MAINFRAME_4
UPD_1003161,LC_1007934,Intain_Servicing_Alpha,DEFAULT,0.0,120,UNVERIFIED,2017-07-27 14:00:00,LEGACY_MAINFRAME_4
UPD_1003162,LC_1007936,Apex_Loan_Servicing,DELINQUENT_90,2823.65,90,SOURCE_VERIFIED,2019-11-26 15:00:00,SUB_SERVICER_TITAN
UPD_1003163,LC_1007937,Apex_Loan_Servicing,DEFAULT,0.0,120,VERIFIED,2018-10-27 18:00:00,TAPE_EXTRACT_EAST
UPD_1003164,LC_1007944,Intain_Servicing_Alpha,CURRENT,10098.23,0,UNVERIFIED,2018-07-27 08:00:00,TAPE_EXTRACT_EAST
UPD_1003165,LC_1007945,Intain_Servicing_Alpha,DEFAULT,0.0,120,VERIFIED,2016-10-27 04:00:00,SERVICER_CORE_B
UPD_1003166,LC_1007946,Apex_Loan_Servicing,DEFAULT,0.0,120,UNVERIFIED,2018-05-28 00:00:00,TAPE_EXTRACT_EAST
UPD_1003167,LC_1007948,Summit_Asset_Management,CURRENT,10273.02,0,UNVERIFIED,2020-07-27 18:00:00,LEGACY_MAINFRAME_4
UPD_1003168,LC_1007949,Intain_Servicing_Alpha,DEFAULT,500.0,120,UNVERIFIED,2017-11-27 13:00:00,LEGACY_MAINFRAME_4
UPD_1003169,LC_1007955,Apex_Loan_Servicing,CURRENT,1969.64,0,UNVERIFIED,2018-12-28 07:00:00,TAPE_EXTRACT_EAST
UPD_1003170,LC_1007958,Intain_Servicing_Alpha,PREPAID,0.0,0,UNVERIFIED,2015-07-27 03:00:00,LEGACY_MAINFRAME_4
UPD_1003171,LC_1007964,Apex_Loan_Servicing,DELINQUENT_90,8356.76,90,UNVERIFIED,2019-03-28 04:00:00,SERVICER_CORE_B
UPD_1003172,LC_1007969,Summit_Asset_Management,CURRENT,5523.07,0,SOURCE_VERIFIED,2020-05-27 22:00:00,TAPE_EXTRACT_EAST
UPD_1003173,LC_1007974,Apex_Loan_Servicing,DEFAULT,0.0,120,UNVERIFIED,2019-07-28 08:00:00,LEGACY_MAINFRAME_4
UPD_1003174,LC_1007976,Summit_Asset_Management,CURRENT,8497.0,0,UNVERIFIED,2020-01-26 19:00:00,SUB_SERVICER_TITAN
UPD_1003175,LC_1007983,Intain_Servicing_Alpha,DELINQUENT_30,14138.39,30,SOURCE_VERIFIED,2018-08-28 10:00:00,TAPE_EXTRACT_EAST
UPD_1003176,LC_1007985,Beacon_Credit_Ops,CURRENT,2998.22,0,VERIFIED,2020-04-26 14:00:00,LEGACY_MAINFRAME_4
UPD_1003177,LC_1007997,Apex_Loan_Servicing,DEFAULT,0.0,120,VERIFIED,2018-10-26 19:00:00,LEGACY_MAINFRAME_4
UPD_1003178,LC_1007998,Summit_Asset_Management,CURRENT,8408.39,0,VERIFIED,2020-04-27 17:00:00,SUB_SERVICER_TITAN
UPD_1003179,LC_1008005,Intain_Servicing_Alpha,CURRENT,5019.17,0,SOURCE_VERIFIED,2018-05-28 09:00:00,LEGACY_MAINFRAME_4
UPD_1003180,LC_1008008,Beacon_Credit_Ops,CURRENT,8920.92,0,UNVERIFIED,2019-05-28 06:00:00,SERVICER_CORE_B
UPD_1003181,LC_1008010,Beacon_Credit_Ops,CURRENT,6867.78,0,UNVERIFIED,2020-09-26 21:00:00,TAPE_EXTRACT_EAST
UPD_1003182,LC_1008013,Intain_Servicing_Alpha,DEFAULT,0.0,120,VERIFIED,2018-03-27 06:00:00,LEGACY_MAINFRAME_4
UPD_1003183,LC_1008018,Apex_Loan_Servicing,CURRENT,4804.7,0,UNVERIFIED,2019-11-27 04:00:00,TAPE_EXTRACT_EAST
UPD_1003184,LC_1008019,Summit_Asset_Management,DEFAULT,0.0,120,UNVERIFIED,2019-12-27 16:00:00,TAPE_EXTRACT_EAST
UPD_1003185,LC_1008020,Apex_Loan_Servicing,CURRENT,16399.78,0,UNVERIFIED,2019-05-27 18:00:00,SERVICER_CORE_B
UPD_1003186,LC_1008022,Beacon_Credit_Ops,DEFAULT,0.0,120,VERIFIED,2019-02-27 14:00:00,SERVICER_CORE_B
UPD_1003187,LC_1008023,Apex_Loan_Servicing,PREPAID,0.0,0,VERIFIED,2017-03-27 12:00:00,SERVICER_CORE_B
UPD_1003188,LC_1008025,Apex_Loan_Servicing,CURRENT,8290.42,0,SOURCE_VERIFIED,2018-09-27 03:00:00,LEGACY_MAINFRAME_4
UPD_1003189,LC_1008028,Apex_Loan_Servicing,DEFAULT,0.0,120,SOURCE_VERIFIED,2017-12-27 08:00:00,SUB_SERVICER_TITAN
UPD_1003190,LC_1008029,Beacon_Credit_Ops,CURRENT,13055.28,0,VERIFIED,2020-03-26 19:00:00,TAPE_EXTRACT_EAST
UPD_1003191,LC_1008030,Intain_Servicing_Alpha,PREPAID,0.0,0,UNVERIFIED,2018-03-27 02:00:00,LEGACY_MAINFRAME_4
UPD_1003192,LC_1008034,Beacon_Credit_Ops,DEFAULT,0.0,120,UNVERIFIED,2019-04-28 03:00:00,LEGACY_MAINFRAME_4
UPD_1003193,LC_1008037,Summit_Asset_Management,CURRENT,7157.3,0,UNVERIFIED,2020-04-27 14:00:00,TAPE_EXTRACT_EAST
UPD_1003194,LC_1008039,Summit_Asset_Management,PREPAID,0.0,0,SOURCE_VERIFIED,2020-07-26 23:00:00,TAPE_EXTRACT_EAST
UPD_1003195,LC_1008042,Intain_Servicing_Alpha,DEFAULT,0.0,120,UNVERIFIED,2017-02-27 06:00:00,TAPE_EXTRACT_EAST
UPD_1003196,LC_1008043,Beacon_Credit_Ops,DEFAULT,0.0,120,UNVERIFIED,2018-06-27 11:00:00,LEGACY_MAINFRAME_4
UPD_1003197,LC_1008045,Intain_Servicing_Alpha,DEFAULT,500.0,120,VERIFIED,2016-09-26 21:00:00,SERVICER_CORE_B
UPD_1003198,LC_1008048,Summit_Asset_Management,CURRENT,15377.24,0,SOURCE_VERIFIED,2019-12-27 13:00:00,SUB_SERVICER_TITAN
UPD_1003199,LC_1008049,Intain_Servicing_Alpha,DEFAULT,0.0,120,SOURCE_VERIFIED,2015-09-28 01:00:00,TAPE_EXTRACT_EAST
UPD_1003200,LC_1008054,Beacon_Credit_Ops,CURRENT,2595.19,0,SOURCE_VERIFIED,2019-12-21 14:00:00,TAPE_EXTRACT_EAST
UPD_1003201,LC_1008056,Intain_Servicing_Alpha,DEFAULT,0.0,120,SOURCE_VERIFIED,2017-06-28 05:00:00,SERVICER_CORE_B
UPD_1003202,LC_1008057,Intain_Servicing_Alpha,CURRENT,7583.43,0,VERIFIED,2017-12-27 06:00:00,SUB_SERVICER_TITAN
UPD_1003203,LC_1008058,Apex_Loan_Servicing,DEFAULT,0.0,120,UNVERIFIED,2018-05-26 15:00:00,TAPE_EXTRACT_EAST
UPD_1003204,LC_1008059,Apex_Loan_Servicing,PREPAID,0.0,0,SOURCE_VERIFIED,2018-02-27 12:00:00,SERVICER_CORE_B
UPD_1003205,LC_1008064,Summit_Asset_Management,CURRENT,7113.83,0,SOURCE_VERIFIED,2020-01-27 19:00:00,LEGACY_MAINFRAME_4
UPD_1003206,LC_1008066,Apex_Loan_Servicing,PREPAID,0.0,0,UNVERIFIED,2018-07-26 19:00:00,SUB_SERVICER_TITAN
UPD_1003207,LC_1008069,Apex_Loan_Servicing,DELINQUENT_30,18268.65,30,VERIFIED,2019-08-28 06:00:00,SERVICER_CORE_B
UPD_1003208,LC_1008072,Beacon_Credit_Ops,DEFAULT,0.0,120,VERIFIED,2019-04-27 20:00:00,TAPE_EXTRACT_EAST
UPD_1003209,LC_1008074,Beacon_Credit_Ops,CURRENT,5509.26,0,SOURCE_VERIFIED,2020-10-27 22:00:00,LEGACY_MAINFRAME_4
UPD_1003210,LC_1008079,Apex_Loan_Servicing,DEFAULT,0.0,120,UNVERIFIED,2018-08-27 04:00:00,TAPE_EXTRACT_EAST
UPD_1003211,LC_1008081,Intain_Servicing_Alpha,DEFAULT,0.0,120,VERIFIED,2016-03-28 10:00:00,LEGACY_MAINFRAME_4
UPD_1003212,LC_1008082,Intain_Servicing_Alpha,PREPAID,0.0,0,VERIFIED,2017-09-28 05:00:00,SERVICER_CORE_B
UPD_1003213,LC_1008083,Intain_Servicing_Alpha,CURRENT,12687.83,0,VERIFIED,2017-04-27 22:00:00,SERVICER_CORE_B
UPD_1003214,LC_1008086,Summit_Asset_Management,DEFAULT,0.0,120,VERIFIED,2018-08-26 17:00:00,SUB_SERVICER_TITAN
UPD_1003215,LC_1008087,Beacon_Credit_Ops,DELINQUENT_60,9703.26,60,UNVERIFIED,2019-04-28 09:00:00,SUB_SERVICER_TITAN
UPD_1003216,LC_1008088,Intain_Servicing_Alpha,CURRENT,7485.48,0,UNVERIFIED,2017-04-26 17:00:00,LEGACY_MAINFRAME_4
UPD_1003217,LC_1008091,Apex_Loan_Servicing,PREPAID,0.0,0,UNVERIFIED,2017-02-27 11:00:00,LEGACY_MAINFRAME_4
UPD_1003218,LC_1008094,Apex_Loan_Servicing,DEFAULT,0.0,120,SOURCE_VERIFIED,2018-06-27 08:00:00,SUB_SERVICER_TITAN
UPD_1003219,LC_1008099,Apex_Loan_Servicing,CURRENT,11816.52,0,SOURCE_VERIFIED,2019-11-27 11:00:00,SUB_SERVICER_TITAN
UPD_1003220,LC_1008100,Beacon_Credit_Ops,DEFAULT,0.0,120,VERIFIED,2019-10-31 14:00:00,SERVICER_CORE_B
UPD_1003221,LC_1008101,Summit_Asset_Management,CURRENT,2313.22,0,SOURCE_VERIFIED,2019-12-27 09:00:00,SUB_SERVICER_TITAN
UPD_1003222,LC_1008103,Intain_Servicing_Alpha,CURRENT,7890.06,0,SOURCE_VERIFIED,2017-06-26 21:00:00,LEGACY_MAINFRAME_4
UPD_1003223,LC_1008105,Apex_Loan_Servicing,DEFAULT,0.0,120,UNVERIFIED,2018-04-27 00:00:00,SERVICER_CORE_B
UPD_1003224,LC_1008109,Beacon_Credit_Ops,DEFAULT,0.0,120,UNVERIFIED,2018-10-27 18:00:00,LEGACY_MAINFRAME_4
UPD_1003225,LC_1008113,Beacon_Credit_Ops,PREPAID,0.0,0,UNVERIFIED,2018-06-27 17:00:00,TAPE_EXTRACT_EAST
UPD_1003226,LC_1008114,Apex_Loan_Servicing,PREPAID,0.0,0,SOURCE_VERIFIED,2016-04-26 16:00:00,TAPE_EXTRACT_EAST
UPD_1003227,LC_1008116,Beacon_Credit_Ops,DEFAULT,0.0,120,VERIFIED,2020-08-27 11:00:00,TAPE_EXTRACT_EAST
UPD_1003228,LC_1008117,Intain_Servicing_Alpha,DEFAULT,0.0,120,VERIFIED,2016-08-26 16:00:00,LEGACY_MAINFRAME_4
UPD_1003229,LC_1008119,Apex_Loan_Servicing,CURRENT,4656.98,0,UNVERIFIED,2019-09-27 18:00:00,LEGACY_MAINFRAME_4
UPD_1003230,LC_1008121,Apex_Loan_Servicing,DELINQUENT_30,3646.65,30,UNVERIFIED,2019-09-27 16:00:00,TAPE_EXTRACT_EAST
UPD_1003231,LC_1008122,Intain_Servicing_Alpha,DEFAULT,0.0,120,SOURCE_VERIFIED,2017-07-27 23:00:00,LEGACY_MAINFRAME_4
UPD_1003232,LC_1008124,Intain_Servicing_Alpha,PREPAID,0.0,0,SOURCE_VERIFIED,2016-07-28 12:00:00,TAPE_EXTRACT_EAST
UPD_1003233,LC_1008126,Intain_Servicing_Alpha,DEFAULT,0.0,120,VERIFIED,2016-12-28 06:00:00,SUB_SERVICER_TITAN
UPD_1003234,LC_1008129,Intain_Servicing_Alpha,CURRENT,9518.38,0,UNVERIFIED,2018-04-27 10:00:00,LEGACY_MAINFRAME_4
UPD_1003235,LC_1008132,Summit_Asset_Management,CURRENT,15161.47,0,SOURCE_VERIFIED,2019-12-27 07:00:00,LEGACY_MAINFRAME_4
UPD_1003236,LC_1008136,Intain_Servicing_Alpha,PREPAID,0.0,0,VERIFIED,2018-06-28 12:00:00,SUB_SERVICER_TITAN
UPD_1003237,LC_1008137,Summit_Asset_Management,CURRENT,6882.1,0,SOURCE_VERIFIED,2020-09-26 18:00:00,SERVICER_CORE_B
UPD_1003238,LC_1008138,Apex_Loan_Servicing,DEFAULT,0.0,120,SOURCE_VERIFIED,2019-02-28 10:00:00,SUB_SERVICER_TITAN
UPD_1003239,LC_1008139,Intain_Servicing_Alpha,DEFAULT,0.0,120,VERIFIED,2017-05-28 05:00:00,SUB_SERVICER_TITAN
UPD_1003240,LC_1008141,Beacon_Credit_Ops,PREPAID,0.0,0,SOURCE_VERIFIED,2019-02-27 08:00:00,SUB_SERVICER_TITAN
UPD_1003241,LC_1008143,Intain_Servicing_Alpha,DEFAULT,0.0,120,VERIFIED,2017-06-28 06:00:00,TAPE_EXTRACT_EAST
UPD_1003242,LC_1008144,Summit_Asset_Management,CURRENT,2366.56,0,UNVERIFIED,2020-02-28 13:00:00,TAPE_EXTRACT_EAST
UPD_1003243,LC_1008145,Intain_Servicing_Alpha,DEFAULT,0.0,120,UNVERIFIED,2017-07-26 19:00:00,SUB_SERVICER_TITAN
