loan_id,origination_month,original_balance,funded_balance,interest_rate,original_term,installment,credit_score,credit_score_band,dti,dti_band,annual_income,employment_length,home_ownership,loan_purpose,state,revolving_utilization,delinquencies_2yrs,inquiries_6m,total_accounts,servicer_name,document_status
LC_1004501,2017-10,12000.0,12000.0,27.68,36,494.29,642.0,Subprime,26.99,20-35%,39900.0,10,RENT,debt_consolidation,FL,66.4,0,0,13,Apex_Loan_Servicing,SOURCE_VERIFIED
LC_1004502,2016-12,25000.0,25000.0,25.76,36,1004.07,667.0,Subprime,2.05,<20%,57000.0,2,RENT,credit_card,WA,43.9,0,1,44,Intain_Servicing_Alpha,SOURCE_VERIFIED
LC_1004503,2015-06,18000.0,18000.0,23.68,36,703.17,682.0,Near Prime,34.69,20-35%,168800.0,1,RENT,other,CA,92.8,0,1,16,Intain_Servicing_Alpha,VERIFIED
LC_1004504,2017-08,15000.0,15000.0,12.27,36,500.15,757.0,Prime,9.43,<20%,77500.0,6,RENT,credit_card,NY,84.7,0,1,45,Apex_Loan_Servicing,VERIFIED
LC_1004505,2016-12,15000.0,15000.0,26.61,36,609.24,642.0,Subprime,18.23,<20%,85400.0,10,OWN,medical,IL,41.6,0,0,15,Intain_Servicing_Alpha,UNVERIFIED
LC_1004506,2018-04,30000.0,30000.0,23.56,36,1170.07,692.0,Near Prime,5.39,<20%,46900.0,3,MORTGAGE,credit_card,GA,46.2,1,4,11,Beacon_Credit_Ops,VERIFIED
LC_1004507,2015-04,20000.0,20000.0,23.62,36,780.67,657.0,Subprime,15.48,<20%,94200.0,0,MORTGAGE,debt_consolidation,IL,35.9,3,1,36,Intain_Servicing_Alpha,UNVERIFIED
LC_1004508,2017-12,7500.0,7500.0,20.29,36,279.84,717.0,Near Prime,14.49,<20%,136600.0,10,MORTGAGE,debt_consolidation,IL,85.9,0,0,29,Apex_Loan_Servicing,VERIFIED
LC_1004509,2018-03,15000.0,15000.0,20.88,36,564.2,737.0,Near Prime,11.98,<20%,35800.0,8,RENT,major_purchase,MI,72.8,0,0,21,Summit_Asset_Management,SOURCE_VERIFIED
LC_1004510,2015-01,10000.0,10000.0,20.73,36,375.37,717.0,Near Prime,13.54,<20%,81300.0,6,RENT,other,TX,33.8,1,0,20,Intain_Servicing_Alpha,VERIFIED
LC_1004511,2017-10,40000.0,40000.0,19.88,36,1484.1,707.0,Near Prime,10.44,<20%,83100.0,0,MORTGAGE,debt_consolidation,CA,17.5,0,1,21,Apex_Loan_Servicing,VERIFIED
LC_1004512,2015-03,15000.0,15000.0,26.35,36,607.16,662.0,Subprime,9.03,<20%,113000.0,0,RENT,credit_card,FL,88.9,0,0,27,Intain_Servicing_Alpha,SOURCE_VERIFIED
LC_1004513,2017-01,5000.0,5000.0,19.82,36,185.36,687.0,Near Prime,11.68,<20%,25600.0,10,RENT,debt_consolidation,NY,49.8,0,1,29,Apex_Loan_Servicing,SOURCE_VERIFIED
LC_1004514,2017-06,15000.0,15000.0,24.35,60,434.57,702.0,Near Prime,11.55,<20%,46700.0,0,RENT,home_improvement,AZ,87.5,0,1,28,Apex_Loan_Servicing,SOURCE_VERIFIED
LC_1004515,2016-08,12000.0,12000.0,22.62,60,335.67,752.0,Prime,10.65,<20%,53900.0,0,RENT,debt_consolidation,FL,34.6,0,1,36,Apex_Loan_Servicing,SOURCE_VERIFIED
LC_1004516,2017-03,18000.0,18000.0,27.47,36,739.4,657.0,Subprime,9.59,<20%,99000.0,0,MORTGAGE,debt_consolidation,FL,28.4,0,1,16,Apex_Loan_Servicing,SOURCE_VERIFIED
LC_1004517,2018-12,10000.0,10000.0,26.8,60,304.16,677.0,Near Prime,12.86,<20%,112100.0,10,OTHER,other,TX,46.1,0,0,22,Summit_Asset_Management,VERIFIED
LC_1004518,2015-04,5000.0,5000.0,21.21,36,188.91,712.0,Near Prime,18.6,<20%,32600.0,2,RENT,home_improvement,OH,49.9,0,0,18,Intain_Servicing_Alpha,VERIFIED
LC_1004519,2015-05,7500.0,7500.0,19.78,36,277.89,747.0,Prime,22.54,20-35%,26600.0,10,MORTGAGE,debt_consolidation,CA,61.8,1,1,50,Intain_Servicing_Alpha,UNVERIFIED
LC_1004520,2018-07,10000.0,10000.0,25.12,60,294.22,677.0,Near Prime,16.71,<20%,148400.0,6,RENT,debt_consolidation,NY,44.3,1,0,42,Summit_Asset_Management,UNVERIFIED
LC_1004521,2017-12,12000.0,12000.0,16.26,60,293.48,782.0,Prime,4.84,<20%,47400.0,6,RENT,debt_consolidation,CA,47.3,0,3,19,Apex_Loan_Servicing,VERIFIED
LC_1004522,2018-11,25000.0,25000.0,25.25,36,997.3,682.0,Near Prime,7.42,<20%,173500.0,10,RENT,credit_card,NY,34.9,0,1,15,Summit_Asset_Management,UNVERIFIED
LC_1004523,2017-06,10000.0,10000.0,24.58,60,291.06,662.0,Subprime,8.44,<20%,90700.0,0,OWN,credit_card,GA,80.3,0,1,6,Apex_Loan_Servicing,UNVERIFIED
LC_1004524,2018-02,5000.0,5000.0,24.68,36,197.95,687.0,Near Prime,16.75,<20%,61000.0,10,RENT,debt_consolidation,NC,71.6,0,1,14,Beacon_Credit_Ops,VERIFIED
LC_1004525,2016-07,25000.0,25000.0,27.08,60,764.58,672.0,Near Prime,11.14,<20%,106100.0,2,MORTGAGE,debt_consolidation,NY,36.1,0,1,40,Apex_Loan_Servicing,VERIFIED
LC_1004526,2018-08,25000.0,25000.0,21.38,36,946.76,707.0,Near Prime,13.34,<20%,127400.0,10,MORTGAGE,home_improvement,WA,100.0,0,2,7,Beacon_Credit_Ops,UNVERIFIED
LC_1004527,2018-12,15000.0,15000.0,18.72,36,547.72,732.0,Near Prime,12.54,<20%,57900.0,1,MORTGAGE,debt_consolidation,MI,20.0,0,0,6,Summit_Asset_Management,SOURCE_VERIFIED
LC_1004528,2017-01,10000.0,10000.0,24.97,60,293.34,727.0,Near Prime,22.85,20-35%,49200.0,9,MORTGAGE,major_purchase,TX,78.1,0,1,24,Apex_Loan_Servicing,VERIFIED
LC_1004529,2015-06,25000.0,25000.0,21.59,60,684.66,727.0,Near Prime,10.55,<20%,69000.0,10,RENT,credit_card,IL,43.6,0,1,28,Intain_Servicing_Alpha,UNVERIFIED
LC_1004530,2016-11,5000.0,5000.0,25.41,36,199.88,687.0,Near Prime,11.48,<20%,129700.0,3,RENT,debt_consolidation,PA,68.8,0,0,35,Intain_Servicing_Alpha,SOURCE_VERIFIED
LC_1004531,2015-09,30000.0,30000.0,23.0,60,845.71,707.0,Near Prime,15.24,<20%,55700.0,10,MORTGAGE,major_purchase,CA,88.2,0,0,5,Intain_Servicing_Alpha,UNVERIFIED
LC_1004532,2016-07,25000.0,25000.0,25.05,36,994.66,647.0,Subprime,7.98,<20%,56900.0,6,MORTGAGE,credit_card,NJ,44.7,0,1,25,Intain_Servicing_Alpha,UNVERIFIED
LC_1004533,2016-05,15000.0,15000.0,27.21,36,614.07,667.0,Subprime,7.25,<20%,49000.0,10,MORTGAGE,debt_consolidation,VA,58.2,1,2,55,Intain_Servicing_Alpha,UNVERIFIED
LC_1004534,2017-10,10000.0,10000.0,21.18,60,271.55,737.0,Near Prime,14.14,<20%,39900.0,3,MORTGAGE,debt_consolidation,OH,86.1,1,3,29,Apex_Loan_Servicing,VERIFIED
LC_1004535,2017-11,5000.0,5000.0,23.65,60,142.83,697.0,Near Prime,21.77,20-35%,80300.0,7,MORTGAGE,credit_card,IL,62.8,2,1,35,Apex_Loan_Servicing,UNVERIFIED
LC_1004536,2016-10,40000.0,40000.0,19.54,36,1477.18,702.0,Near Prime,12.08,<20%,48500.0,10,OWN,credit_card,PA,21.2,0,0,3,Apex_Loan_Servicing,VERIFIED
LC_1004537,2017-09,20000.0,20000.0,26.75,60,607.72,717.0,Near Prime,11.1,<20%,143200.0,7,RENT,debt_consolidation,CA,25.0,0,0,23,Apex_Loan_Servicing,SOURCE_VERIFIED
LC_1004538,2015-02,12000.0,12000.0,27.68,36,494.29,642.0,Subprime,18.82,<20%,149900.0,2,RENT,debt_consolidation,NY,58.4,0,0,13,Intain_Servicing_Alpha,UNVERIFIED
LC_1004539,2015-07,5000.0,5000.0,21.79,36,190.41,712.0,Near Prime,16.1,<20%,25600.0,1,RENT,credit_card,MI,28.5,2,0,44,Intain_Servicing_Alpha,VERIFIED
LC_1004540,2015-09,18000.0,18000.0,24.72,60,525.37,687.0,Near Prime,14.03,<20%,70800.0,2,RENT,credit_card,NY,53.8,0,3,21,Intain_Servicing_Alpha,VERIFIED
LC_1004541,2017-02,40000.0,40000.0,19.24,36,1471.1,732.0,Near Prime,1.33,<20%,128200.0,0,MORTGAGE,debt_consolidation,OH,90.7,2,1,11,Apex_Loan_Servicing,UNVERIFIED
LC_1004542,2016-11,20000.0,20000.0,27.64,60,618.38,697.0,Near Prime,19.15,<20%,96600.0,7,MORTGAGE,debt_consolidation,CA,78.9,0,0,47,Intain_Servicing_Alpha,UNVERIFIED
LC_1004543,2016-10,7500.0,7500.0,27.6,60,231.71,667.0,Subprime,26.37,20-35%,139100.0,3,MORTGAGE,home_improvement,CA,100.0,0,0,19,Intain_Servicing_Alpha,SOURCE_VERIFIED
LC_1004544,2016-06,15000.0,15000.0,22.73,36,578.54,692.0,Near Prime,13.01,<20%,44300.0,6,MORTGAGE,credit_card,OH,40.8,0,0,14,Apex_Loan_Servicing,UNVERIFIED
LC_1004545,2018-09,7500.0,7500.0,29.5,36,316.34,657.0,Subprime,12.57,<20%,27500.0,8,MORTGAGE,debt_consolidation,TX,35.2,0,1,23,Beacon_Credit_Ops,VERIFIED
LC_1004546,2015-03,30000.0,30000.0,14.02,36,1025.62,747.0,Prime,14.78,<20%,69500.0,8,MORTGAGE,credit_card,NJ,68.4,0,0,36,Intain_Servicing_Alpha,SOURCE_VERIFIED
LC_1004547,2017-08,12000.0,12000.0,18.97,36,439.69,717.0,Near Prime,5.05,<20%,79000.0,10,RENT,debt_consolidation,IL,45.5,0,0,38,Apex_Loan_Servicing,SOURCE_VERIFIED
LC_1004548,2017-05,20000.0,20000.0,17.79,36,720.94,742.0,Prime,5.36,<20%,117700.0,10,OTHER,credit_card,CO,19.0,0,0,7,Beacon_Credit_Ops,VERIFIED
LC_1004549,2018-07,7500.0,7500.0,20.79,60,202.02,732.0,Near Prime,17.63,<20%,58500.0,10,RENT,major_purchase,WA,31.9,0,0,20,Beacon_Credit_Ops,UNVERIFIED
LC_1004550,2018-12,7500.0,7500.0,25.22,36,299.07,677.0,Near Prime,29.94,20-35%,173400.0,0,MORTGAGE,debt_consolidation,CA,53.5,0,1,45,Summit_Asset_Management,VERIFIED
LC_1004551,2015-03,20000.0,20000.0,21.49,36,758.54,707.0,Near Prime,20.3,20-35%,94000.0,5,MORTGAGE,debt_consolidation,CA,63.2,0,0,47,Intain_Servicing_Alpha,UNVERIFIED
LC_1004552,2015-08,25000.0,25000.0,19.52,36,922.99,717.0,Near Prime,6.73,<20%,51100.0,6,MORTGAGE,medical,NY,72.4,0,4,7,Intain_Servicing_Alpha,SOURCE_VERIFIED
LC_1004553,2018-02,10000.0,10000.0,21.07,36,377.11,727.0,Near Prime,8.79,<20%,30600.0,4,RENT,debt_consolidation,OH,44.5,0,4,21,Summit_Asset_Management,UNVERIFIED
LC_1004554,2017-08,15000.0,15000.0,18.32,36,544.7,727.0,Near Prime,3.46,<20%,109400.0,10,MORTGAGE,debt_consolidation,NY,57.9,0,0,27,Apex_Loan_Servicing,SOURCE_VERIFIED
LC_1004555,2017-02,18000.0,18000.0,24.64,36,712.25,687.0,Near Prime,21.24,20-35%,67000.0,0,RENT,debt_consolidation,NJ,59.8,0,0,6,Apex_Loan_Servicing,SOURCE_VERIFIED
LC_1004556,2017-07,25000.0,25000.0,19.1,36,917.66,722.0,Near Prime,21.2,20-35%,104400.0,5,MORTGAGE,credit_card,NJ,41.5,0,1,37,Beacon_Credit_Ops,VERIFIED
LC_1004557,2017-02,18000.0,18000.0,21.18,36,679.82,712.0,Near Prime,27.1,20-35%,97800.0,8,RENT,debt_consolidation,IL,31.7,0,0,25,Beacon_Credit_Ops,VERIFIED
LC_1004558,2018-07,7500.0,7500.0,27.66,36,308.85,672.0,Near Prime,18.63,<20%,56100.0,5,MORTGAGE,debt_consolidation,CA,43.8,1,0,28,Summit_Asset_Management,SOURCE_VERIFIED
LC_1004559,2018-01,15000.0,15000.0,25.74,60,446.8,682.0,Near Prime,7.73,<20%,34600.0,2,RENT,debt_consolidation,IL,66.2,0,3,11,Summit_Asset_Management,SOURCE_VERIFIED
LC_1004560,2017-06,30000.0,30000.0,21.8,36,1142.61,722.0,Near Prime,9.53,<20%,78500.0,2,RENT,debt_consolidation,IL,72.3,0,0,14,Beacon_Credit_Ops,UNVERIFIED
LC_1004561,2016-10,25000.0,25000.0,20.82,36,939.57,697.0,Near Prime,7.8,<20%,74100.0,1,MORTGAGE,debt_consolidation,PA,54.5,0,0,22,Intain_Servicing_Alpha,UNVERIFIED
LC_1004562,2018-07,18000.0,18000.0,21.55,36,683.24,697.0,Near Prime,9.32,<20%,62300.0,4,RENT,major_purchase,AZ,70.6,0,1,34,Summit_Asset_Management,SOURCE_VERIFIED
LC_1004563,2015-04,40000.0,40000.0,24.12,36,1571.84,677.0,Near Prime,13.95,<20%,64100.0,10,RENT,debt_consolidation,WA,0.0,2,0,23,Intain_Servicing_Alpha,SOURCE_VERIFIED
LC_1004564,2016-11,7500.0,7500.0,18.19,36,271.86,737.0,Near Prime,43.06,35-50%,39300.0,10,MORTGAGE,credit_card,TX,29.2,0,0,12,Intain_Servicing_Alpha,VERIFIED
LC_1004565,2018-11,15000.0,15000.0,21.58,60,410.71,747.0,Prime,9.63,<20%,210400.0,10,RENT,credit_card,FL,57.3,0,0,20,Summit_Asset_Management,SOURCE_VERIFIED
LC_1004566,2016-01,25000.0,25000.0,25.07,36,994.92,682.0,Near Prime,17.56,<20%,98400.0,0,MORTGAGE,debt_consolidation,PA,79.9,0,0,35,Intain_Servicing_Alpha,UNVERIFIED
LC_1004567,2016-12,7500.0,7500.0,21.73,36,285.38,732.0,Near Prime,26.02,20-35%,46100.0,10,MORTGAGE,debt_consolidation,NC,66.5,0,0,25,Intain_Servicing_Alpha,SOURCE_VERIFIED
LC_1004568,2015-06,35000.0,35000.0,20.78,36,1314.68,722.0,Near Prime,19.89,<20%,87900.0,1,RENT,debt_consolidation,GA,95.5,0,0,29,Intain_Servicing_Alpha,UNVERIFIED
LC_1004569,2018-04,12000.0,12000.0,30.07,60,388.76,682.0,Near Prime,21.74,20-35%,46600.0,10,MORTGAGE,debt_consolidation,CA,78.9,0,0,18,Summit_Asset_Management,SOURCE_VERIFIED
LC_1004570,2017-03,12000.0,12000.0,25.95,36,483.17,682.0,Near Prime,13.13,<20%,68700.0,3,RENT,credit_card,FL,18.2,0,1,13,Apex_Loan_Servicing,SOURCE_VERIFIED
LC_1004571,2017-04,10000.0,10000.0,19.76,36,370.41,727.0,Near Prime,19.94,<20%,82400.0,0,MORTGAGE,debt_consolidation,CA,69.8,0,1,39,Beacon_Credit_Ops,SOURCE_VERIFIED
LC_1004572,2016-06,10000.0,10000.0,30.38,36,426.6,642.0,Subprime,14.8,<20%,120200.0,4,MORTGAGE,debt_consolidation,MA,29.0,0,1,3,Intain_Servicing_Alpha,SOURCE_VERIFIED
LC_1004573,2018-05,18000.0,18000.0,30.99,60,593.35,642.0,Subprime,5.88,<20%,35800.0,10,MORTGAGE,other,CA,26.6,0,4,39,Beacon_Credit_Ops,UNVERIFIED
LC_1004574,2018-02,15000.0,15000.0,20.8,60,404.11,747.0,Prime,11.17,<20%,45700.0,3,MORTGAGE,credit_card,VA,19.3,0,1,27,Beacon_Credit_Ops,SOURCE_VERIFIED
LC_1004575,2016-02,10000.0,10000.0,21.91,36,381.44,702.0,Near Prime,16.49,<20%,80300.0,1,RENT,debt_consolidation,CA,51.7,0,1,30,Intain_Servicing_Alpha,VERIFIED
LC_1004576,2016-03,25000.0,25000.0,22.7,60,700.46,717.0,Near Prime,9.31,<20%,50600.0,10,OWN,credit_card,TX,44.7,1,0,52,Apex_Loan_Servicing,SOURCE_VERIFIED
LC_1004577,2016-11,5000.0,5000.0,12.43,36,167.1,787.0,Prime,20.57,20-35%,75300.0,5,MORTGAGE,debt_consolidation,CA,36.2,0,2,7,Intain_Servicing_Alpha,VERIFIED
LC_1004578,2018-06,25000.0,25000.0,19.99,36,928.96,712.0,Near Prime,23.0,20-35%,20400.0,10,RENT,debt_consolidation,NY,60.5,0,1,36,Summit_Asset_Management,VERIFIED
LC_1004579,2017-12,10000.0,10000.0,18.91,36,366.11,717.0,Near Prime,15.2,<20%,39100.0,10,RENT,debt_consolidation,CO,60.8,0,0,19,Apex_Loan_Servicing,SOURCE_VERIFIED
LC_1004580,2018-01,15000.0,15000.0,22.5,36,576.74,697.0,Near Prime,4.25,<20%,117100.0,10,MORTGAGE,debt_consolidation,FL,45.5,0,0,41,Summit_Asset_Management,UNVERIFIED
LC_1004581,2016-11,12000.0,12000.0,21.6,36,455.81,687.0,Near Prime,3.55,<20%,93400.0,2,RENT,home_improvement,OH,45.5,0,0,36,Intain_Servicing_Alpha,SOURCE_VERIFIED
LC_1004582,2018-07,18000.0,18000.0,28.57,60,566.65,662.0,Subprime,9.2,<20%,48100.0,10,MORTGAGE,small_business,NJ,45.4,0,1,37,Beacon_Credit_Ops,SOURCE_VERIFIED
LC_1004583,2018-08,25000.0,25000.0,19.61,36,924.13,722.0,Near Prime,21.65,20-35%,49400.0,5,MORTGAGE,medical,FL,32.4,0,0,21,Beacon_Credit_Ops,VERIFIED
LC_1004584,2017-07,40000.0,40000.0,19.26,36,1471.5,707.0,Near Prime,40.06,35-50%,203600.0,0,MORTGAGE,debt_consolidation,CA,69.4,0,0,49,Beacon_Credit_Ops,VERIFIED
LC_1004585,2018-11,12000.0,12000.0,29.47,60,384.34,667.0,Subprime,17.21,<20%,139200.0,2,MORTGAGE,debt_consolidation,NC,59.4,0,1,8,Summit_Asset_Management,VERIFIED
LC_1004586,2016-03,18000.0,18000.0,18.86,36,658.53,737.0,Near Prime,14.41,<20%,49400.0,3,MORTGAGE,other,NC,54.7,0,0,38,Intain_Servicing_Alpha,SOURCE_VERIFIED
LC_1004587,2015-06,15000.0,15000.0,23.62,36,585.5,682.0,Near Prime,21.74,20-35%,92000.0,10,RENT,debt_consolidation,CA,67.2,0,1,3,Intain_Servicing_Alpha,UNVERIFIED
LC_1004588,2017-04,40000.0,40000.0,20.15,36,1489.6,707.0,Near Prime,16.33,<20%,37100.0,4,MORTGAGE,debt_consolidation,NC,44.2,0,0,18,Beacon_Credit_Ops,SOURCE_VERIFIED
LC_1004589,2017-05,25000.0,25000.0,19.92,36,928.07,722.0,Near Prime,13.43,<20%,42300.0,1,MORTGAGE,debt_consolidation,CO,50.2,0,1,26,Beacon_Credit_Ops,UNVERIFIED
LC_1004590,2017-03,15000.0,15000.0,21.71,36,570.61,712.0,Near Prime,16.85,<20%,48700.0,10,MORTGAGE,major_purchase,NY,77.1,0,1,26,Apex_Loan_Servicing,UNVERIFIED
LC_1004591,2016-05,15000.0,15000.0,22.56,36,577.21,697.0,Near Prime,13.41,<20%,50900.0,1,OWN,debt_consolidation,TX,3.1,0,4,63,Intain_Servicing_Alpha,SOURCE_VERIFIED
LC_1004592,2017-06,10000.0,10000.0,26.95,36,407.98,657.0,Subprime,5.99,<20%,90000.0,7,RENT,home_improvement,VA,18.5,1,0,29,Apex_Loan_Servicing,VERIFIED
LC_1004593,2016-08,20000.0,20000.0,25.95,60,598.22,712.0,Near Prime,26.33,20-35%,46500.0,10,RENT,credit_card,VA,73.2,0,1,39,Intain_Servicing_Alpha,VERIFIED
LC_1004594,2016-12,25000.0,25000.0,15.91,36,877.82,737.0,Near Prime,16.06,<20%,41800.0,10,MORTGAGE,credit_card,NC,59.4,0,1,34,Apex_Loan_Servicing,VERIFIED
LC_1004595,2017-06,35000.0,35000.0,21.45,36,1326.73,662.0,Subprime,10.06,<20%,41800.0,10,RENT,credit_card,PA,22.1,0,0,32,Apex_Loan_Servicing,UNVERIFIED
LC_1004596,2018-09,18000.0,18000.0,25.29,36,718.44,657.0,Subprime,14.99,<20%,40800.0,3,OTHER,credit_card,FL,79.9,1,1,27,Beacon_Credit_Ops,UNVERIFIED
LC_1004597,2016-10,20000.0,20000.0,16.09,60,487.32,752.0,Prime,9.57,<20%,128000.0,6,RENT,credit_card,AZ,73.5,0,0,29,Intain_Servicing_Alpha,VERIFIED
LC_1004598,2016-10,15000.0,15000.0,27.05,60,458.48,667.0,Subprime,13.31,<20%,30400.0,10,MORTGAGE,debt_consolidation,VA,55.0,0,2,3,Apex_Loan_Servicing,VERIFIED
LC_1004599,2016-10,18000.0,18000.0,23.12,36,697.9,682.0,Near Prime,20.47,20-35%,28700.0,10,MORTGAGE,debt_consolidation,NY,24.0,0,0,11,Intain_Servicing_Alpha,VERIFIED
LC_1004600,2015-10,12000.0,12000.0,27.77,36,494.87,692.0,Near Prime,6.94,<20%,128600.0,10,MORTGAGE,debt_consolidation,NY,68.8,0,0,48,Intain_Servicing_Alpha,VERIFIED
LC_1004601,2018-04,20000.0,20000.0,19.08,36,733.93,732.0,Near Prime,6.75,<20%,39200.0,8,RENT,debt_consolidation,NY,49.8,0,0,38,Beacon_Credit_Ops,VERIFIED
LC_1004602,2018-02,5000.0,5000.0,22.84,36,193.13,652.0,Subprime,33.81,20-35%,122300.0,10,MORTGAGE,major_purchase,MI,62.0,0,0,26,Summit_Asset_Management,SOURCE_VERIFIED
LC_1004603,2016-12,5000.0,5000.0,23.68,60,142.91,692.0,Near Prime,23.66,20-35%,81500.0,2,RENT,debt_consolidation,TX,27.2,0,1,44,Intain_Servicing_Alpha,UNVERIFIED
LC_1004604,2018-09,20000.0,20000.0,27.85,36,825.65,662.0,Subprime,26.42,20-35%,98000.0,10,RENT,debt_consolidation,TX,36.4,1,2,18,Beacon_Credit_Ops,VERIFIED
LC_1004605,2018-11,30000.0,30000.0,16.58,36,1063.32,772.0,Prime,7.5,<20%,33800.0,6,OWN,major_purchase,MI,6.3,0,1,20,Summit_Asset_Management,SOURCE_VERIFIED
LC_1004606,2018-03,18000.0,18000.0,24.18,36,707.89,682.0,Near Prime,13.42,<20%,126100.0,10,MORTGAGE,debt_consolidation,NC,44.2,0,0,31,Beacon_Credit_Ops,UNVERIFIED
LC_1004607,2015-11,20000.0,20000.0,25.16,36,796.89,667.0,Subprime,11.64,<20%,64200.0,7,MORTGAGE,debt_consolidation,FL,64.9,0,0,22,Intain_Servicing_Alpha,VERIFIED
LC_1004608,2018-07,25000.0,25000.0,25.86,36,1005.4,677.0,Near Prime,11.79,<20%,55000.0,5,RENT,credit_card,IL,9.2,0,0,29,Summit_Asset_Management,VERIFIED
LC_1004609,2016-04,12000.0,12000.0,25.39,36,479.6,697.0,Near Prime,13.29,<20%,88200.0,4,OWN,debt_consolidation,NY,19.8,0,0,21,Intain_Servicing_Alpha,SOURCE_VERIFIED
LC_1004610,2016-12,7500.0,7500.0,17.52,36,269.34,707.0,Near Prime,9.45,<20%,68500.0,4,RENT,debt_consolidation,IL,27.3,1,1,25,Intain_Servicing_Alpha,SOURCE_VERIFIED
LC_1004611,2015-12,30000.0,30000.0,18.02,36,1084.87,727.0,Near Prime,15.62,<20%,45000.0,2,MORTGAGE,small_business,NY,61.3,0,2,28,Intain_Servicing_Alpha,VERIFIED
LC_1004612,2017-01,30000.0,30000.0,23.75,36,1173.05,672.0,Near Prime,17.42,<20%,131600.0,8,MORTGAGE,debt_consolidation,NJ,37.2,0,0,15,Apex_Loan_Servicing,VERIFIED
LC_1004613,2015-08,15000.0,15000.0,23.79,36,586.84,677.0,Near Prime,16.15,<20%,38800.0,7,MORTGAGE,home_improvement,OH,66.9,0,2,20,Intain_Servicing_Alpha,UNVERIFIED
LC_1004614,2016-12,10000.0,10000.0,30.99,60,329.64,642.0,Subprime,30.96,20-35%,22400.0,10,MORTGAGE,debt_consolidation,NJ,41.6,0,2,16,Intain_Servicing_Alpha,UNVERIFIED
LC_1004615,2016-04,30000.0,30000.0,26.03,60,898.75,662.0,Subprime,13.26,<20%,84000.0,0,MORTGAGE,other,NY,72.8,2,1,35,Intain_Servicing_Alpha,UNVERIFIED
LC_1004616,2018-11,20000.0,20000.0,23.58,60,570.49,682.0,Near Prime,10.59,<20%,97300.0,5,MORTGAGE,credit_card,AZ,49.7,0,1,27,Beacon_Credit_Ops,UNVERIFIED
LC_1004617,2018-06,5000.0,5000.0,14.92,36,173.13,757.0,Prime,32.07,20-35%,70600.0,5,MORTGAGE,debt_consolidation,NC,15.3,0,0,25,Summit_Asset_Management,UNVERIFIED
LC_1004618,2016-07,7500.0,7500.0,23.6,60,214.02,707.0,Near Prime,20.08,20-35%,49600.0,3,MORTGAGE,credit_card,IL,4.5,0,2,34,Intain_Servicing_Alpha,VERIFIED
LC_1004619,2018-08,40000.0,40000.0,24.01,36,1569.52,692.0,Near Prime,18.43,<20%,30100.0,6,MORTGAGE,debt_consolidation,NC,41.7,0,1,44,Summit_Asset_Management,UNVERIFIED
LC_1004620,2018-10,5000.0,5000.0,16.58,36,177.22,757.0,Prime,20.63,20-35%,84400.0,10,MORTGAGE,debt_consolidation,FL,100.0,0,1,51,Summit_Asset_Management,UNVERIFIED
LC_1004621,2018-02,10000.0,10000.0,25.35,36,399.45,692.0,Near Prime,33.62,20-35%,56000.0,2,RENT,debt_consolidation,CA,59.8,1,1,38,Beacon_Credit_Ops,SOURCE_VERIFIED
LC_1004622,2015-09,15000.0,15000.0,30.99,60,494.46,672.0,Near Prime,16.44,<20%,55200.0,2,RENT,debt_consolidation,OH,39.2,0,2,36,Intain_Servicing_Alpha,SOURCE_VERIFIED
LC_1004623,2017-10,10000.0,10000.0,25.45,36,399.98,672.0,Near Prime,18.81,<20%,41700.0,9,RENT,other,NJ,51.6,0,4,23,Beacon_Credit_Ops,SOURCE_VERIFIED
LC_1004624,2018-03,10000.0,10000.0,27.85,36,412.83,662.0,Subprime,15.25,<20%,27300.0,10,RENT,debt_consolidation,PA,31.5,1,0,12,Summit_Asset_Management,VERIFIED
LC_1004625,2017-01,12000.0,12000.0,28.45,60,376.89,672.0,Near Prime,11.76,<20%,46700.0,8,RENT,debt_consolidation,TX,100.0,0,2,29,Beacon_Credit_Ops,SOURCE_VERIFIED
LC_1004626,2016-02,10000.0,10000.0,24.25,60,289.13,702.0,Near Prime,6.88,<20%,52600.0,0,RENT,credit_card,MA,42.4,0,1,16,Intain_Servicing_Alpha,SOURCE_VERIFIED
LC_1004627,2017-08,25000.0,25000.0,24.4,60,725.02,697.0,Near Prime,20.12,20-35%,68600.0,3,MORTGAGE,debt_consolidation,CA,48.7,0,1,32,Apex_Loan_Servicing,VERIFIED
LC_1004628,2017-10,15000.0,15000.0,19.45,36,553.26,737.0,Near Prime,16.31,<20%,121800.0,0,MORTGAGE,debt_consolidation,CA,25.5,0,0,5,Apex_Loan_Servicing,VERIFIED
LC_1004629,2017-06,10000.0,10000.0,20.92,36,376.34,712.0,Near Prime,14.99,<20%,46400.0,10,MORTGAGE,small_business,CA,26.2,0,0,21,Apex_Loan_Servicing,VERIFIED
LC_1004630,2015-11,12000.0,12000.0,18.23,36,435.21,737.0,Near Prime,16.48,<20%,49200.0,7,MORTGAGE,debt_consolidation,NY,46.2,1,1,10,Intain_Servicing_Alpha,VERIFIED
LC_1004631,2016-01,5000.0,5000.0,15.88,36,175.49,752.0,Prime,10.31,<20%,35700.0,2,MORTGAGE,debt_consolidation,AZ,92.8,0,0,22,Intain_Servicing_Alpha,VERIFIED
