loan_id,reporting_month,month_index,loan_age_months,remaining_term_months,current_balance,current_status,days_past_due,modification_flag,prepayment_flag,default_flag,next_state,next_3m_delinquency_flag,next_12m_default_flag,next_12m_prepayment_flag
LC_1001045,2018-04,8,8,28,9593.56,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1001045,2018-05,9,9,27,9304.95,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1001045,2018-06,10,10,26,9011.85,CURRENT,0,0,0,0,CURRENT,1,0,0
LC_1001045,2018-07,11,11,25,8714.19,CURRENT,0,0,0,0,CURRENT,1,0,1
LC_1001045,2018-08,12,12,24,8411.9,CURRENT,0,0,0,0,DELINQUENT_30,1,0,1
LC_1001045,2018-09,13,13,23,8411.9,DELINQUENT_30,30,0,0,0,CURRENT,0,0,1
LC_1001045,2018-10,14,14,22,8411.9,CURRENT,0,0,0,0,CURRENT,0,0,1
LC_1001045,2018-11,15,15,21,8104.9,CURRENT,0,0,0,0,CURRENT,0,0,1
LC_1001045,2018-12,16,16,20,7793.13,CURRENT,0,0,0,0,CURRENT,0,0,1
LC_1001045,2019-01,17,17,19,7476.51,CURRENT,0,0,0,0,CURRENT,0,0,1
LC_1001045,2019-02,18,18,18,7154.96,CURRENT,0,0,0,0,CURRENT,0,0,1
LC_1001045,2019-03,19,19,17,6828.41,CURRENT,0,0,0,0,CURRENT,0,0,1
LC_1001045,2019-04,20,20,16,6496.78,CURRENT,0,0,0,0,CURRENT,0,0,1
LC_1001045,2019-05,21,21,15,6159.99,CURRENT,0,0,0,0,CURRENT,0,0,1
LC_1001045,2019-06,22,22,14,5817.96,CURRENT,0,0,0,0,PREPAID,0,0,1
LC_1001045,2019-07,23,23,13,0.0,PREPAID,0,0,1,0,PREPAID,0,0,0
LC_1010037,2016-08,0,0,36,19628.42,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1010037,2016-09,1,1,35,19248.75,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1010037,2016-10,2,2,34,18860.8,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1010037,2016-11,3,3,33,18464.4,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1010037,2016-12,4,4,32,18059.36,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1010037,2017-01,5,5,31,17645.49,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1010037,2017-02,6,6,30,17222.61,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1010037,2017-03,7,7,29,16790.51,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1010037,2017-04,8,8,28,16348.99,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1010037,2017-05,9,9,27,15897.85,CURRENT,0,0,0,0,CURRENT,1,1,0
LC_1010037,2017-06,10,10,26,15436.88,CURRENT,0,0,0,0,CURRENT,1,1,0
LC_1010037,2017-07,11,11,25,14965.87,CURRENT,0,0,0,0,DELINQUENT_30,1,1,0
LC_1010037,2017-08,12,12,24,14965.87,DELINQUENT_30,30,0,0,0,CURRENT,0,1,0
LC_1010037,2017-09,13,13,23,14965.87,CURRENT,0,0,0,0,CURRENT,0,1,0
LC_1010037,2017-10,14,14,22,14484.59,CURRENT,0,0,0,0,CURRENT,0,1,0
LC_1010037,2017-11,15,15,21,13992.82,CURRENT,0,0,0,0,CURRENT,1,1,0
LC_1010037,2017-12,16,16,20,13490.34,CURRENT,0,0,0,0,CURRENT,1,1,0
LC_1010037,2018-01,17,17,19,12976.91,CURRENT,0,0,0,0,DELINQUENT_30,1,1,0
LC_1010037,2018-02,18,18,18,12976.91,DELINQUENT_30,30,0,0,0,DELINQUENT_60,1,1,0
LC_1010037,2018-03,19,19,17,12976.91,DELINQUENT_60,60,0,0,0,DELINQUENT_90,1,1,0
LC_1010037,2018-04,20,20,16,12976.91,DELINQUENT_90,90,0,0,0,DEFAULT,1,1,0
LC_1010037,2018-05,21,21,15,0.0,DEFAULT,120,0,0,1,DEFAULT,0,0,0
LC_1011651,2017-02,0,0,36,29484.88,CURRENT,0,0,0,0,CURRENT,0,0,1
LC_1011651,2017-03,1,1,35,28956.46,CURRENT,0,0,0,0,CURRENT,0,0,1
LC_1011651,2017-04,2,2,34,28414.39,CURRENT,0,0,0,0,CURRENT,0,0,1
LC_1011651,2017-05,3,3,33,27858.32,CURRENT,0,0,0,0,CURRENT,0,0,1
LC_1011651,2017-06,4,4,32,27287.89,CURRENT,0,0,0,0,CURRENT,0,0,1
LC_1011651,2017-07,5,5,31,26702.73,CURRENT,0,0,0,0,CURRENT,0,0,1
LC_1011651,2017-08,6,6,30,26102.46,CURRENT,0,0,0,0,PREPAID,0,0,1
LC_1011651,2017-09,7,7,29,0.0,PREPAID,0,0,1,0,PREPAID,0,0,0
LC_1006400,2017-04,0,0,36,19572.43,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1006400,2017-05,1,1,35,19138.68,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1006400,2017-06,2,2,34,18698.68,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1006400,2017-07,3,3,33,18252.32,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1006400,2017-08,4,4,32,17799.52,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1006400,2017-09,5,5,31,17340.19,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1006400,2017-10,6,6,30,16874.23,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1006400,2017-11,7,7,29,16401.54,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1006400,2017-12,8,8,28,15922.03,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1006400,2018-01,9,9,27,15435.59,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1006400,2018-02,10,10,26,14942.14,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1006400,2018-03,11,11,25,14441.57,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1006400,2018-04,12,12,24,13933.77,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1006400,2018-05,13,13,23,13418.64,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1006400,2018-06,14,14,22,12896.07,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1006400,2018-07,15,15,21,12365.97,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1006400,2018-08,16,16,20,11828.21,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1006400,2018-09,17,17,19,11282.69,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1006400,2018-10,18,18,18,10729.3,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1006400,2018-11,19,19,17,10167.91,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1006400,2018-12,20,20,16,9598.43,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1006400,2019-01,21,21,15,9020.73,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1006400,2019-02,22,22,14,8434.69,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1006400,2019-03,23,23,13,7840.19,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1016876,2015-04,0,0,36,4911.8,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1016876,2015-05,1,1,35,4821.44,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1016876,2015-06,2,2,34,4728.88,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1016876,2015-07,3,3,33,4634.05,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1016876,2015-08,4,4,32,4536.9,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1016876,2015-09,5,5,31,4437.38,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1016876,2015-10,6,6,30,4335.42,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1016876,2015-11,7,7,29,4230.97,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1016876,2015-12,8,8,28,4123.97,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1016876,2016-01,9,9,27,4014.35,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1016876,2016-02,10,10,26,3902.05,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1016876,2016-03,11,11,25,3787.01,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1016876,2016-04,12,12,24,3669.15,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1016876,2016-05,13,13,23,3548.41,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1016876,2016-06,14,14,22,3424.72,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1016876,2016-07,15,15,21,3298.0,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1016876,2016-08,16,16,20,3168.19,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1016876,2016-09,17,17,19,3035.2,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1016876,2016-10,18,18,18,2898.96,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1016876,2016-11,19,19,17,2759.39,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1016876,2016-12,20,20,16,2616.41,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1016876,2017-01,21,21,15,2469.93,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1016876,2017-02,22,22,14,2319.87,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1016876,2017-03,23,23,13,2166.14,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1009059,2016-07,0,0,36,19648.74,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1009059,2016-08,1,1,35,19288.81,CURRENT,0,0,0,0,CURRENT,0,1,0
LC_1009059,2016-09,2,2,34,18920.0,CURRENT,0,0,0,0,CURRENT,0,1,0
LC_1009059,2016-10,3,3,33,18542.1,CURRENT,0,0,0,0,CURRENT,0,1,0
LC_1009059,2016-11,4,4,32,18154.86,CURRENT,0,0,0,0,CURRENT,0,1,0
LC_1009059,2016-12,5,5,31,17758.07,CURRENT,0,0,0,0,CURRENT,0,1,0
LC_1009059,2017-01,6,6,30,17351.49,CURRENT,0,0,0,0,CURRENT,0,1,0
LC_1009059,2017-02,7,7,29,16934.88,CURRENT,0,0,0,0,CURRENT,1,1,0
LC_1009059,2017-03,8,8,28,16507.99,CURRENT,0,0,0,0,CURRENT,1,1,0
LC_1009059,2017-04,9,9,27,16070.56,CURRENT,0,0,0,0,DELINQUENT_30,1,1,0
LC_1009059,2017-05,10,10,26,16070.56,DELINQUENT_30,30,0,0,0,DELINQUENT_60,1,1,0
LC_1009059,2017-06,11,11,25,16070.56,DELINQUENT_60,60,0,0,0,DELINQUENT_90,1,1,0
LC_1009059,2017-07,12,12,24,16070.56,DELINQUENT_90,90,0,0,0,DEFAULT,1,1,0
LC_1009059,2017-08,13,13,23,0.0,DEFAULT,120,0,0,1,DEFAULT,0,0,0
LC_1014449,2018-11,0,0,36,14705.16,CURRENT,0,0,0,0,PREPAID,0,0,1
LC_1014449,2018-12,1,1,35,0.0,PREPAID,0,0,1,0,PREPAID,0,0,0
LC_1003874,2015-12,0,0,36,19641.68,CURRENT,0,0,0,0,CURRENT,0,1,0
LC_1003874,2016-01,1,1,35,19274.88,CURRENT,0,0,0,0,CURRENT,1,1,0
LC_1003874,2016-02,2,2,34,18899.4,CURRENT,0,0,0,0,CURRENT,1,1,0
LC_1003874,2016-03,3,3,33,18515.04,CURRENT,0,0,0,0,DELINQUENT_30,1,1,0
LC_1003874,2016-04,4,4,32,18515.04,DELINQUENT_30,30,0,0,0,DELINQUENT_60,1,1,0
LC_1003874,2016-05,5,5,31,18515.04,DELINQUENT_60,60,0,0,0,DELINQUENT_90,1,1,0
LC_1003874,2016-06,6,6,30,18515.04,DELINQUENT_90,90,0,0,0,DEFAULT,1,1,0
LC_1003874,2016-07,7,7,29,0.0,DEFAULT,120,0,0,1,DEFAULT,0,0,0
LC_1011860,2018-06,0,0,36,19594.12,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1011860,2018-07,1,1,35,19181.27,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1011860,2018-08,2,2,34,18761.32,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1011860,2018-09,3,3,33,18334.15,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1011860,2018-10,4,4,32,17899.63,CURRENT,0,0,0,0,CURRENT,1,0,0
LC_1011860,2018-11,5,5,31,17457.64,CURRENT,0,0,0,0,CURRENT,1,0,0
LC_1011860,2018-12,6,6,30,17008.06,CURRENT,0,0,0,0,DELINQUENT_30,1,0,0
LC_1011860,2019-01,7,7,29,17008.06,DELINQUENT_30,30,0,0,0,CURRENT,0,0,0
LC_1011860,2019-02,8,8,28,17008.06,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1011860,2019-03,9,9,27,16550.75,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1011860,2019-04,10,10,26,16085.57,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1011860,2019-05,11,11,25,15612.4,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1011860,2019-06,12,12,24,15131.09,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1011860,2019-07,13,13,23,14641.51,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1011860,2019-08,14,14,22,14143.51,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1011860,2019-09,15,15,21,13636.95,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1011860,2019-10,16,16,20,13121.69,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1011860,2019-11,17,17,19,12597.56,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1011860,2019-12,18,18,18,12064.42,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1011860,2020-01,19,19,17,11522.12,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1011860,2020-02,20,20,16,10970.49,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1011860,2020-03,21,21,15,10409.39,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1011860,2020-04,22,22,14,9838.63,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1011860,2020-05,23,23,13,9258.06,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1022150,2017-10,0,0,60,14834.14,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1022150,2017-11,1,1,59,14666.1,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1022150,2017-12,2,2,58,14495.86,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1022150,2018-01,3,3,57,14323.38,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1022150,2018-02,4,4,56,14148.63,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1022150,2018-03,5,5,55,13971.59,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1022150,2018-04,6,6,54,13792.22,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1022150,2018-05,7,7,53,13610.5,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1022150,2018-06,8,8,52,13426.39,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1022150,2018-07,9,9,51,13239.86,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1022150,2018-08,10,10,50,13050.89,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1022150,2018-09,11,11,49,12859.43,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1022150,2018-10,12,12,48,12665.46,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1022150,2018-11,13,13,47,12468.94,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1022150,2018-12,14,14,46,12269.83,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1022150,2019-01,15,15,45,12068.12,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1022150,2019-02,16,16,44,11863.75,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1022150,2019-03,17,17,43,11656.7,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1022150,2019-04,18,18,42,11446.93,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1022150,2019-05,19,19,41,11234.41,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1022150,2019-06,20,20,40,11019.1,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1022150,2019-07,21,21,39,10800.95,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1022150,2019-08,22,22,38,10579.95,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1022150,2019-09,23,23,37,10356.04,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1003739,2017-06,0,0,36,9810.95,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1003739,2017-07,1,1,35,9617.94,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1003739,2017-08,2,2,34,9420.91,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1003739,2017-09,3,3,33,9219.76,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1003739,2017-10,4,4,32,9014.4,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1003739,2017-11,5,5,31,8804.76,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1003739,2017-12,6,6,30,8590.74,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1003739,2018-01,7,7,29,8372.24,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1003739,2018-02,8,8,28,8149.18,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1003739,2018-03,9,9,27,7921.46,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1003739,2018-04,10,10,26,7688.98,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1003739,2018-05,11,11,25,7451.65,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1003739,2018-06,12,12,24,7209.36,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1003739,2018-07,13,13,23,6962.0,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1003739,2018-08,14,14,22,6709.48,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1003739,2018-09,15,15,21,6451.68,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1003739,2018-10,16,16,20,6188.5,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1003739,2018-11,17,17,19,5919.82,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1003739,2018-12,18,18,18,5645.52,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1003739,2019-01,19,19,17,5365.49,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1003739,2019-02,20,20,16,5079.62,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1003739,2019-03,21,21,15,4787.77,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1003739,2019-04,22,22,14,4489.82,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1003739,2019-05,23,23,13,4185.65,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1000029,2015-05,0,0,36,39185.94,CURRENT,0,0,0,0,CURRENT,0,1,0
LC_1000029,2015-06,1,1,35,38358.0,CURRENT,0,0,0,0,CURRENT,0,1,0
LC_1000029,2015-07,2,2,34,37515.95,CURRENT,0,0,0,0,CURRENT,0,1,0
LC_1000029,2015-08,3,3,33,36659.56,CURRENT,0,0,0,0,CURRENT,1,1,0
LC_1000029,2015-09,4,4,32,35788.57,CURRENT,0,0,0,0,CURRENT,1,1,0
LC_1000029,2015-10,5,5,31,34902.74,CURRENT,0,0,0,0,DELINQUENT_30,1,1,0
LC_1000029,2015-11,6,6,30,34902.74,DELINQUENT_30,30,0,0,0,DELINQUENT_60,1,1,0
LC_1000029,2015-12,7,7,29,34902.74,DELINQUENT_60,60,0,0,0,DELINQUENT_90,1,1,0
LC_1000029,2016-01,8,8,28,34902.74,DELINQUENT_90,90,0,0,0,DEFAULT,1,1,0
LC_1000029,2016-02,9,9,27,0.0,DEFAULT,120,0,0,1,DEFAULT,0,0,0
LC_1018932,2017-05,0,0,36,24514.84,CURRENT,0,0,0,0,DELINQUENT_30,1,1,0
LC_1018932,2017-06,1,1,35,24514.84,DELINQUENT_30,30,0,0,0,DELINQUENT_60,1,1,0
LC_1018932,2017-07,2,2,34,24514.84,DELINQUENT_60,60,0,0,0,DELINQUENT_90,1,1,0
LC_1018932,2017-08,3,3,33,24514.84,DELINQUENT_90,90,0,0,0,DELINQUENT_30,1,1,0
LC_1018932,2017-09,4,4,32,24514.84,DELINQUENT_30,30,0,0,0,DELINQUENT_60,1,1,0
LC_1018932,2017-10,5,5,31,24514.84,DELINQUENT_60,60,0,0,0,DELINQUENT_90,1,1,0
LC_1018932,2017-11,6,6,30,24514.84,DELINQUENT_90,90,0,0,0,DEFAULT,1,1,0
LC_1018932,2017-12,7,7,29,0.0,DEFAULT,120,0,0,1,DEFAULT,0,0,0
LC_1008843,2018-03,0,0,36,4908.31,CURRENT,0,0,0,0,CURRENT,0,0,1
LC_1008843,2018-04,1,1,35,4814.57,CURRENT,0,0,0,0,CURRENT,0,0,1
LC_1008843,2018-05,2,2,34,4718.71,CURRENT,0,0,0,0,CURRENT,0,0,1
LC_1008843,2018-06,3,3,33,4620.71,CURRENT,0,0,0,0,CURRENT,0,0,1
LC_1008843,2018-07,4,4,32,4520.5,CURRENT,0,0,0,0,CURRENT,0,0,1
LC_1008843,2018-08,5,5,31,4418.04,CURRENT,0,0,0,0,CURRENT,0,0,1
LC_1008843,2018-09,6,6,30,4313.28,CURRENT,0,0,0,0,PREPAID,0,0,1
LC_1008843,2018-10,7,7,29,0.0,PREPAID,0,0,1,0,PREPAID,0,0,0
LC_1006814,2017-02,0,0,60,11904.39,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1006814,2017-03,1,1,59,11806.61,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1006814,2017-04,2,2,58,11706.6,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1006814,2017-05,3,3,57,11604.32,CURRENT,0,0,0,0,CURRENT,1,0,0
LC_1006814,2017-06,4,4,56,11499.71,CURRENT,0,0,0,0,CURRENT,1,0,0
LC_1006814,2017-07,5,5,55,11392.72,CURRENT,0,0,0,0,DELINQUENT_30,1,0,0
LC_1006814,2017-08,6,6,54,11392.72,DELINQUENT_30,30,0,0,0,CURRENT,0,0,0
LC_1006814,2017-09,7,7,53,11392.72,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1006814,2017-10,8,8,52,11283.3,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1006814,2017-11,9,9,51,11171.39,CURRENT,0,0,0,0,CURRENT,0,1,0
LC_1006814,2017-12,10,10,50,11056.94,CURRENT,0,0,0,0,CURRENT,0,1,0
LC_1006814,2018-01,11,11,49,10939.88,CURRENT,0,0,0,0,CURRENT,0,1,0
LC_1006814,2018-02,12,12,48,10820.16,CURRENT,0,0,0,0,CURRENT,0,1,0
LC_1006814,2018-03,13,13,47,10697.72,CURRENT,0,0,0,0,CURRENT,0,1,0
LC_1006814,2018-04,14,14,46,10572.49,CURRENT,0,0,0,0,CURRENT,1,1,0
LC_1006814,2018-05,15,15,45,10444.42,CURRENT,0,0,0,0,CURRENT,1,1,0
LC_1006814,2018-06,16,16,44,10313.43,CURRENT,0,0,0,0,DELINQUENT_30,1,1,0
LC_1006814,2018-07,17,17,43,10313.43,DELINQUENT_30,30,0,0,0,DELINQUENT_60,1,1,0
LC_1006814,2018-08,18,18,42,10313.43,DELINQUENT_60,60,0,0,0,DELINQUENT_60,1,1,0
LC_1006814,2018-09,19,19,41,10313.43,DELINQUENT_60,60,0,0,0,DELINQUENT_90,1,1,0
LC_1006814,2018-10,20,20,40,10313.43,DELINQUENT_90,90,0,0,0,DEFAULT,1,1,0
LC_1006814,2018-11,21,21,39,0.0,DEFAULT,120,0,0,1,DEFAULT,0,0,0
LC_1011257,2016-09,0,0,36,19577.02,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1011257,2016-10,1,1,35,19147.69,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1011257,2016-11,2,2,34,18711.91,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1011257,2016-12,3,3,33,18269.59,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1011257,2017-01,4,4,32,17820.64,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1011257,2017-02,5,5,31,17364.95,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1011257,2017-03,6,6,30,16902.42,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1011257,2017-04,7,7,29,16432.94,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1011257,2017-05,8,8,28,15956.43,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1011257,2017-06,9,9,27,15472.76,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1011257,2017-07,10,10,26,14981.83,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1011257,2017-08,11,11,25,14483.53,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1011257,2017-09,12,12,24,13977.75,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1011257,2017-10,13,13,23,13464.38,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1011257,2017-11,14,14,22,12943.31,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1011257,2017-12,15,15,21,12414.42,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1011257,2018-01,16,16,20,11877.59,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1011257,2018-02,17,17,19,11332.7,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1011257,2018-03,18,18,18,10779.64,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1011257,2018-04,19,19,17,10218.27,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1011257,2018-05,20,20,16,9648.48,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1011257,2018-06,21,21,15,9070.14,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1011257,2018-07,22,22,14,8483.12,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1011257,2018-08,23,23,13,7887.28,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1015105,2018-04,0,0,36,9789.87,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1015105,2018-05,1,1,35,9576.51,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1015105,2018-06,2,2,34,9359.88,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1015105,2018-07,3,3,33,9139.93,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1015105,2018-08,4,4,32,8916.6,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1015105,2018-09,5,5,31,8689.84,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1015105,2018-10,6,6,30,8459.59,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1015105,2018-11,7,7,29,8225.82,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1015105,2018-12,8,8,28,7988.46,CURRENT,0,0,0,0,CURRENT,0,0,0
LC_1015105,2019-01,9,9,27,7747.45,CURRENT,0,0,0,0,CURRENT,0,1,0
LC_1015105,2019-02,10,10,26,7502.74,CURRENT,0,0,0,0,CURRENT,0,1,0
LC_1015105,2019-03,11,11,25,7254.28,CURRENT,0,0,0,0,CURRENT,0,1,0
LC_1015105,2019-04,12,12,24,7002.0,CURRENT,0,0,0,0,CURRENT,0,1,0
LC_1015105,2019-05,13,13,23,6745.85,CURRENT,0,0,0,0,CURRENT,0,1,0
LC_1015105,2019-06,14,14,22,6485.77,CURRENT,0,0,0,0,CURRENT,0,1,0
LC_1015105,2019-07,15,15,21,6221.7,CURRENT,0,0,0,0,CURRENT,1,1,0
LC_1015105,2019-08,16,16,20,5953.57,CURRENT,0,0,0,0,CURRENT,1,1,0
